city,region,country,month,high_temp_F,low_temp_F,mean_temp_F,precipitation_in,humidity_percent,dew_point_F,wind_mph,pressure_Hg,visibility_mi
Dubai,Dubai,United Arab Emirates,January,76.0,60.0,68.0,0.49,62.0,54.0,14.0,30.07,6.0
Dubai,Dubai,United Arab Emirates,February,79.0,62.0,70.0,0.2,61.0,55.0,15.0,30.01,6.0
Dubai,Dubai,United Arab Emirates,March,84.0,67.0,75.0,0.44,57.0,57.0,16.0,29.93,6.0
Dubai,Dubai,United Arab Emirates,April,93.0,73.0,83.0,0.13,48.0,58.0,15.0,29.83,6.0
Dubai,Dubai,United Arab Emirates,May,101.0,80.0,90.0,0.1,44.0,63.0,16.0,29.7,6.0
Dubai,Dubai,United Arab Emirates,June,104.0,84.0,94.0,0.0,50.0,70.0,15.0,29.52,6.0
Dubai,Dubai,United Arab Emirates,July,107.0,89.0,98.0,0.0,49.0,73.0,16.0,29.44,5.0
Dubai,Dubai,United Arab Emirates,August,107.0,89.0,98.0,0.15,49.0,73.0,16.0,29.51,6.0
Dubai,Dubai,United Arab Emirates,September,103.0,85.0,94.0,0.04,55.0,72.0,15.0,29.67,6.0
Dubai,Dubai,United Arab Emirates,October,97.0,78.0,87.0,0.05,56.0,68.0,13.0,29.87,6.0
Dubai,Dubai,United Arab Emirates,November,87.0,71.0,79.0,0.13,57.0,62.0,13.0,29.98,6.0
Dubai,Dubai,United Arab Emirates,December,80.0,64.0,72.0,0.42,62.0,57.0,13.0,30.06,6.0
Mumbai,Maharashtra,India,January,88.0,63.0,76.0,0.03,57.0,59.0,8.0,29.92,2.0
Mumbai,Maharashtra,India,February,89.0,65.0,77.0,0.01,56.0,60.0,8.0,29.89,2.0
Mumbai,Maharashtra,India,March,92.0,70.0,81.0,0.08,60.0,65.0,9.0,29.84,2.0
Mumbai,Maharashtra,India,April,92.0,76.0,84.0,0.19,67.0,72.0,10.0,29.79,2.0
Mumbai,Maharashtra,India,May,93.0,80.0,87.0,1.04,70.0,75.0,12.0,29.74,3.0
Mumbai,Maharashtra,India,June,90.0,80.0,85.0,18.59,77.0,77.0,14.0,29.66,2.0
Mumbai,Maharashtra,India,July,87.0,78.0,82.0,33.05,83.0,77.0,16.0,29.65,2.0
Mumbai,Maharashtra,India,August,87.0,77.0,82.0,18.57,82.0,76.0,15.0,29.7,2.0
Mumbai,Maharashtra,India,September,88.0,77.0,82.0,13.99,81.0,76.0,10.0,29.75,2.0
Mumbai,Maharashtra,India,October,93.0,75.0,84.0,3.69,69.0,72.0,8.0,29.81,2.0
Mumbai,Maharashtra,India,November,94.0,71.0,82.0,0.51,58.0,65.0,8.0,29.86,2.0
Mumbai,Maharashtra,India,December,91.0,65.0,78.0,0.1,57.0,61.0,7.0,29.91,2.0
Zürich,Zurich,Switzerland,January,39.0,29.0,34.0,3.04,85.0,30.0,9.0,30.17,5.0
Zürich,Zurich,Switzerland,February,43.0,29.0,36.0,2.5,80.0,30.0,10.0,30.14,6.0
Zürich,Zurich,Switzerland,March,52.0,33.0,43.0,2.69,73.0,34.0,10.0,30.08,7.0
Zürich,Zurich,Switzerland,April,60.0,39.0,50.0,2.77,69.0,39.0,10.0,29.98,7.0
Zürich,Zurich,Switzerland,May,67.0,47.0,57.0,4.59,72.0,47.0,9.0,30.0,8.0
Zürich,Zurich,Switzerland,June,74.0,54.0,64.0,4.18,72.0,53.0,9.0,30.03,8.0
Zürich,Zurich,Switzerland,July,77.0,57.0,67.0,4.87,71.0,56.0,8.0,30.02,8.0
Zürich,Zurich,Switzerland,August,76.0,56.0,66.0,4.49,75.0,57.0,8.0,30.02,7.0
Zürich,Zurich,Switzerland,September,68.0,50.0,59.0,3.28,80.0,51.0,7.0,30.07,7.0
Zürich,Zurich,Switzerland,October,58.0,43.0,51.0,3.4,86.0,46.0,8.0,30.08,5.0
Zürich,Zurich,Switzerland,November,46.0,35.0,41.0,2.77,88.0,37.0,8.0,30.08,5.0
Zürich,Zurich,Switzerland,December,40.0,30.0,35.0,3.37,87.0,32.0,9.0,30.15,5.0
Dublin,,Ireland,January,47.0,36.0,42.0,2.58,87.0,38.0,25.0,29.9,10.0
Dublin,,Ireland,February,48.0,36.0,42.0,2.17,85.0,38.0,25.0,29.93,11.0
Dublin,,Ireland,March,52.0,38.0,45.0,1.99,83.0,39.0,23.0,29.97,11.0
Dublin,,Ireland,April,55.0,40.0,48.0,1.98,81.0,41.0,21.0,29.95,12.0
Dublin,,Ireland,May,60.0,44.0,52.0,2.36,79.0,45.0,20.0,29.97,12.0
Dublin,,Ireland,June,65.0,49.0,57.0,2.48,79.0,50.0,19.0,30.0,13.0
Dublin,,Ireland,July,68.0,53.0,60.0,2.49,80.0,53.0,18.0,29.96,13.0
Dublin,,Ireland,August,67.0,52.0,60.0,2.87,82.0,53.0,19.0,29.95,13.0
Dublin,,Ireland,September,64.0,49.0,56.0,2.42,84.0,51.0,19.0,29.98,12.0
Dublin,,Ireland,October,58.0,45.0,51.0,3.1,85.0,46.0,21.0,29.88,11.0
Dublin,,Ireland,November,51.0,40.0,46.0,3.21,88.0,42.0,23.0,29.85,11.0
Dublin,,Ireland,December,48.0,37.0,42.0,3.02,88.0,39.0,24.0,29.88,10.0
Nairobi,,Kenya,January,79.0,59.0,69.0,2.34,65.0,55.0,16.0,29.96,9.0
Nairobi,,Kenya,February,81.0,59.0,70.0,1.9,60.0,54.0,16.0,29.95,9.0
Nairobi,,Kenya,March,81.0,61.0,71.0,2.88,64.0,56.0,17.0,29.95,9.0
Nairobi,,Kenya,April,78.0,61.0,69.0,2.92,74.0,59.0,13.0,29.98,9.0
Nairobi,,Kenya,May,75.0,60.0,67.0,2.5,76.0,58.0,10.0,30.03,9.0
Nairobi,,Kenya,June,73.0,57.0,65.0,0.79,74.0,55.0,8.0,30.06,9.0
Nairobi,,Kenya,July,72.0,55.0,64.0,0.43,71.0,53.0,9.0,30.07,9.0
Nairobi,,Kenya,August,74.0,55.0,64.0,0.69,70.0,53.0,10.0,30.07,9.0
Nairobi,,Kenya,September,77.0,56.0,67.0,0.62,65.0,53.0,12.0,30.04,9.0
Nairobi,,Kenya,October,79.0,59.0,69.0,1.88,65.0,55.0,14.0,30.0,9.0
Nairobi,,Kenya,November,76.0,60.0,68.0,3.88,74.0,58.0,16.0,29.98,9.0
Nairobi,,Kenya,December,77.0,60.0,68.0,3.03,72.0,57.0,16.0,29.99,9.0
